21
# x y z
-15	0	0
-13.5	0	0
-12	0	0
-10.5	0	0
-9	0	0
-7.5	0	0
-6	0	0
-4.5	0	0
-3	0	0
-1.5	0	0
0	0	0
1.5	0	0
3	0	0
4.5	0	0
6	0	0
7.5	0	0
9	0	0
10.5	0	0
12	0	0
13.5	0	0
15	0	0
171
# a b m n err i ip iperr k r rhoa u valid 
1	2	3	4	1.00003016593569e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.30702320899224e+01	0.00000000000000e+00	1
2	3	4	5	1.00003022233330e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.30957426045101e+01	0.00000000000000e+00	1
3	4	5	6	1.00003025906094e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.31401682454151e+01	0.00000000000000e+00	1
4	5	6	7	1.00003005012885e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.24391448988695e+01	0.00000000000000e+00	1
5	6	7	8	1.00002966293205e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.55157385393007e+01	0.00000000000000e+00	1
6	7	8	9	1.00002948363639e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.39695670125999e+01	0.00000000000000e+00	1
7	8	9	10	1.00002951053515e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.52770600802776e+01	0.00000000000000e+00	1
8	9	10	11	1.00002968165689e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.55798481071121e+01	0.00000000000000e+00	1
9	10	11	12	1.00002981979702e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.62859337221614e+01	0.00000000000000e+00	1
10	11	12	13	1.00003074171895e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.07130644804850e+01	0.00000000000000e+00	1
11	12	13	14	1.00003227348641e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	8.88572686975610e+01	0.00000000000000e+00	1
12	13	14	15	1.00003127095653e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.01645423649602e+01	0.00000000000000e+00	1
13	14	15	16	1.00003058622161e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.19240641814320e+01	0.00000000000000e+00	1
14	15	16	17	1.00003021462493e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.46885360138493e+01	0.00000000000000e+00	1
15	16	17	18	1.00002995286576e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.59994726663713e+01	0.00000000000000e+00	1
16	17	18	19	1.00002990123385e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.29598373413264e+01	0.00000000000000e+00	1
17	18	19	20	1.00003000048060e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.35869758243445e+01	0.00000000000000e+00	1
18	19	20	21	1.00003001687496e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.82743338823081e+01	0.00000000000000e+00	9.47439322974002e+01	0.00000000000000e+00	1
1	2	4	5	1.00013301615966e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.13097335529233e+02	0.00000000000000e+00	8.58571069187804e+01	0.00000000000000e+00	1
2	3	5	6	1.00013278116543e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.13097335529233e+02	0.00000000000000e+00	8.41386931183957e+01	0.00000000000000e+00	1
3	4	6	7	1.00012934743792e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.13097335529233e+02	0.00000000000000e+00	8.62743259719663e+01	0.00000000000000e+00	1
